geografia|giorno|data|totale_casi_positivi|totale_casi_positivi_ab|deceduti|deceduti_inc|letalita|totale_ricoveri|totale_ricoveri_inc|attualmente_positivi|dimessi|tamponi|tamponi_inc
FI|32|27/3/2020|764|.7748470902442932|25|0|3.2722514||||||
GR|32|27/3/2020|174|.7962002158164978|3|0|1.7241379||||||
LI|32|27/3/2020|204|.6189508438110352|12|0|5.8823528||||||
LU|32|27/3/2020|481|1.263541698455811|29|31.818182|6.0291061||||||
MS|32|27/3/2020|334|1.759367108345032|44|7.3170733|13.173653||||||
PI|32|27/3/2020|350|.8404874801635742|23|9.5238094|6.5714288||||||
PO|32|27/3/2020|189|.7381457090377808|11|10|5.820106||||||
PT|32|27/3/2020|264|.9077811241149902|28|16.666666|10.606061||||||
SI|32|27/3/2020|216|.8196534514427185|6|0|2.7777777||||||
Toscana|32|27/3/2020|3450|.9404816627502441|177|12.025316||1327|2.3919754|3170|103|23746|13.335242
aslCENTRO|32|27/3/2020|1217|.7609826326370239|64|8.474576|||||||
aslNO|32|27/3/2020|1369|1.095067739486694|108|12.5|||||||
aslSE|32|27/3/2020|639|.7802826762199402|14|16.666666|||||||
AR|33|28/3/2020|272|.8074331283569336|5|0|1.8382353||||||
FI|33|28/3/2020|855|.8671391010284424|27|8|3.1578948||||||
GR|33|28/3/2020|234|1.070752024650574|3|0|1.2820513||||||
LI|33|28/3/2020|220|.6674959659576416|13|8.333333|5.909091||||||
LU|33|28/3/2020|618|1.623427748680115|32|10.344828|5.1779933||||||
MS|33|28/3/2020|470|2.475755929946899|45|2.2727273|9.5744677||||||
PI|33|28/3/2020|398|.9557543396949768|26|13.043478|6.5326633||||||
PO|33|28/3/2020|217|.8475006818771362|11|0|5.0691242||||||
PT|33|28/3/2020|298|1.024692296981812|33|17.857143|11.073826||||||
SI|33|28/3/2020|235|.8917526006698608|8|33.333332|3.4042554||||||
Toscana|33|28/3/2020|3817|1.040527105331421|198|11.864407||1370|3.240392|3511|108|25613|7.8623767
aslCENTRO|33|28/3/2020|1370|.8566526174545288|71|10.9375|||||||
aslNO|33|28/3/2020|1706|1.364635109901428|116|7.4074073|||||||
aslSE|33|28/3/2020|741|.9048348069190979|16|14.285714|||||||
AR|34|29/3/2020|284|.8430551886558533|5|0|1.7605634||||||
FI|34|29/3/2020|957|.9705872535705566|29|7.4074073|3.030303||||||
GR|34|29/3/2020|245|1.121086478233337|3|0|1.2244898||||||
LI|34|29/3/2020|236|.7160411477088928|18|38.46154|7.6271186||||||
LU|34|29/3/2020|672|1.765280723571777|35|9.375|5.2083335||||||
MS|34|29/3/2020|493|2.596909999847412|48|6.6666665|9.7363081||||||
PI|34|29/3/2020|432|1.037401676177979|27|3.8461537|6.25||||||
PO|34|29/3/2020|221|.8631227612495422|11|0|4.9773755||||||
PT|34|29/3/2020|309|1.062516570091248|35|6.060606|11.32686||||||
SI|34|29/3/2020|273|1.035950899124146|9|12.5|3.2967033||||||
Toscana|34|29/3/2020|4122|1.123671174049377|215|8.5858583||1386|1.1678832|3786|121|27579|7.6757898
aslCENTRO|34|29/3/2020|1487|.9298120141029358|75|5.6338029|||||||
aslNO|34|29/3/2020|1833|1.466222882270813|128|10.344828|||||||
aslSE|34|29/3/2020|802|.9793218970298767|17|6.25|||||||
AR|35|30/3/2020|310|.9202362895011902|5|0|1.6129032||||||
FI|35|30/3/2020|1022|1.036510109901428|35|20.689655|3.4246576||||||
GR|35|30/3/2020|251|1.148541688919067|4|33.333332|1.5936255||||||
LI|35|30/3/2020|271|.8222336769104004|19|5.5555553|7.0110703||||||
LU|35|30/3/2020|711|1.867730021476746|36|2.8571429|5.0632911||||||
MS|35|30/3/2020|543|2.860288381576538|49|2.0833333|9.023941||||||
PI|35|30/3/2020|446|1.071021199226379|27|0|6.0538116||||||
PO|35|30/3/2020|248|.968572199344635|14|27.272728|5.6451612||||||
PT|35|30/3/2020|324|1.114094972610474|37|5.7142859|11.419753||||||
SI|35|30/3/2020|286|1.085281848907471|9|0|3.1468532||||||
Toscana|35|30/3/2020|4412|1.202726125717163|231|7.4418607||1395|.64935064|4050|131|30099|9.1373873
aslCENTRO|35|30/3/2020|1594|.9967184662818909|86|14.666667|||||||
aslNO|35|30/3/2020|1971|1.576609492301941|131|2.34375|||||||
aslSE|35|30/3/2020|847|1.034271359443665|18|5.8823528|||||||
AR|36|31/3/2020|332|.9855433702468872|6|20|1.8072289||||||
FI|36|31/3/2020|1087|1.1024329662323|39|11.428572|3.5878565||||||
GR|36|31/3/2020|257|1.175996899604797|4|0|1.5564202||||||
LI|36|31/3/2020|280|.8495403528213501|20|5.2631578|7.1428571||||||
LU|36|31/3/2020|729|1.915014386177063|38|5.5555553|5.2126203||||||
MS|36|31/3/2020|561|2.95510458946228|50|2.0408163|8.9126558||||||
PI|36|31/3/2020|471|1.131056070327759|29|7.4074073|6.1571126||||||
PO|36|31/3/2020|258|1.007627487182617|15|7.1428571|5.8139534||||||
PT|36|31/3/2020|332|1.141603589057922|37|0|11.144578||||||
SI|36|31/3/2020|301|1.142202258110046|10|11.111111|3.3222592||||||
Toscana|36|31/3/2020|4608|1.256156444549561|244|5.6277056||1413|1.2903225|4226|138|33165|10.186385
aslCENTRO|36|31/3/2020|1677|1.048617839813232|91|5.8139534|||||||
aslNO|36|31/3/2020|2041|1.63260281085968|137|4.5801525|||||||
aslSE|36|31/3/2020|890|1.08677864074707|20|11.111111|||||||
AR|37|01/4/2020|343|1.018196940422058|7|16.666666|2.0408163||||||
FI|37|01/4/2020|1158|1.174440979957581|44|12.820513|3.7996545||||||
GR|37|01/4/2020|263|1.203451991081238|5|25|1.9011407||||||
LI|37|01/4/2020|295|.8950514197349548|21|5|7.1186442||||||
LU|37|01/4/2020|771|2.025344371795654|38|0|4.9286642||||||
MS|37|01/4/2020|611|3.218482732772827|50|0|8.1833057||||||
PI|37|01/4/2020|491|1.179083824157715|30|3.4482758|6.1099796||||||
PO|37|01/4/2020|290|1.132604598999023|16|6.6666665|5.5172415||||||
PT|37|01/4/2020|333|1.145042061805725|38|2.7027028|11.411411||||||
SI|37|01/4/2020|312|1.183943867683411|10|0|3.2051282||||||
Toscana|37|01/4/2020|4867|1.326760649681091|253|3.6885245||1417|.28308564|4432|182|36575|10.281923
aslCENTRO|37|01/4/2020|1781|1.113648414611816|98|7.6923075|||||||
aslNO|37|01/4/2020|2168|1.734190464019775|139|1.459854|||||||
aslSE|37|01/4/2020|918|1.120969414710999|22|10|||||||
AR|38|02/4/2020|357|1.05975604057312|7|0|1.9607843||||||
FI|38|02/4/2020|1419|1.439146637916565|47|6.818182|3.3121917||||||
GR|38|02/4/2020|264|1.208027839660645|6|20|2.2727273||||||
LI|38|02/4/2020|301|.9132558703422546|21|0|6.9767442||||||
LU|38|02/4/2020|802|2.106778383255005|44|15.789474|5.4862843||||||
MS|38|02/4/2020|644|3.392312526702881|51|2|7.9192548||||||
PI|38|02/4/2020|515|1.236717343330383|33|10|6.4077668||||||
PO|38|02/4/2020|291|1.136510133743286|16|0|5.498282||||||
PT|38|02/4/2020|346|1.189743399620056|39|2.6315789|11.271676||||||
SI|38|02/4/2020|334|1.267427086830139|10|0|2.9940119||||||
Toscana|38|02/4/2020|5273|1.437437653541565|268|5.928854||1430|.91743118|4789|216|40724|11.343814
aslCENTRO|38|02/4/2020|2056|1.285604238510132|102|4.0816326|||||||
aslNO|38|02/4/2020|2262|1.809381484985352|149|7.1942444|||||||
aslSE|38|02/4/2020|955|1.166150093078613|23|4.5454545|||||||
AR|39|03/4/2020|358|1.062724471092224|8|14.285714|2.2346368||||||
FI|39|03/4/2020|1543|1.564907193183899|52|10.638298|3.3700583||||||
GR|39|03/4/2020|264|1.208027839660645|7|16.666666|2.6515152||||||
LI|39|03/4/2020|307|.9314603209495544|22|4.7619047|7.1661239||||||
LU|39|03/4/2020|843|2.214481592178345|47|6.818182|5.5753264||||||
MS|39|03/4/2020|644|3.392312526702881|54|5.8823528|8.3850927||||||
PI|39|03/4/2020|519|1.246322870254517|34|3.030303|6.5510597||||||
PO|39|03/4/2020|323|1.261487126350403|19|18.75|5.8823528||||||
PT|39|03/4/2020|361|1.241321921348572|43|10.256411|11.911357||||||
SI|39|03/4/2020|337|1.27881121635437|12|20|3.5608308||||||
Toscana|39|03/4/2020|5499|1.499045968055725|290|8.2089548||1437|.48951048|4909|300|44460|9.1739511
aslCENTRO|39|03/4/2020|2227|1.392529487609863|114|11.764706|||||||
aslNO|39|03/4/2020|2313|1.850176453590393|157|5.3691278|||||||
aslSE|39|03/4/2020|959|1.171034574508667|27|17.391304|||||||
AR|40|04/4/2020|370|1.098346590995789|10|25|2.7027028||||||
FI|40|04/4/2020|1626|1.649085521697998|57|9.6153851|3.5055351||||||
GR|40|04/4/2020|273|1.249210715293884|7|0|2.5641026||||||
LI|40|04/4/2020|316|.9587669372558594|25|13.636364|7.9113922||||||
LU|40|04/4/2020|855|2.246004581451416|50|6.3829789|5.8479533||||||
MS|40|04/4/2020|659|3.471326112747192|57|5.5555553|8.6494684||||||
PI|40|04/4/2020|527|1.265534043312073|34|0|6.4516129||||||
PO|40|04/4/2020|332|1.296636939048767|19|0|5.7228913||||||
PT|40|04/4/2020|374|1.286023259162903|46|6.9767442|12.299465||||||
SI|40|04/4/2020|339|1.286400556564331|12|0|3.5398231||||||
Toscana|40|04/4/2020|5671|1.545933842658997|307|5.8620691||1415|-1.5309672|5054|310|47886|7.7058029
aslCENTRO|40|04/4/2020|2332|1.458185315132141|122|7.0175438|||||||
aslNO|40|04/4/2020|2357|1.885372281074524|166|5.7324839|||||||
aslSE|40|04/4/2020|982|1.199119806289673|29|7.4074073|||||||
AR|41|05/4/2020|378|1.122094631195068|10|0|2.6455026||||||
FI|41|05/4/2020|1715|1.739349126815796|59|3.5087719|3.4402332||||||
GR|41|05/4/2020|277|1.267514109611511|8|14.285714|2.8880866||||||
LI|41|05/4/2020|322|.9769713878631592|26|4|8.0745344||||||
LU|41|05/4/2020|872|2.290661811828613|55|10|6.3073397||||||
MS|41|05/4/2020|667|3.513466596603394|59|3.5087719|8.8455772||||||
PI|41|05/4/2020|544|1.306357741355896|38|11.764706|6.9852943||||||
PO|41|05/4/2020|338|1.320070147514343|19|0|5.6213017||||||
PT|41|05/4/2020|394|1.35479462146759|49|6.521739|12.436548||||||
SI|41|05/4/2020|340|1.290195226669312|12|0|3.5294118||||||
Toscana|41|05/4/2020|5847|1.5939120054245|325|5.8631921||1387|-1.9787986|5185|337|51006|6.5154743
aslCENTRO|41|05/4/2020|2447|1.530094146728516|127|4.0983605|||||||
aslNO|41|05/4/2020|2405|1.923767566680908|178|7.2289157|||||||
aslSE|41|05/4/2020|995|1.214994072914124|30|3.4482758|||||||
AR|42|06/4/2020|387|1.148811101913452|10|0|2.5839794||||||
FI|42|06/4/2020|1769|1.794115781784058|76|28.813559|4.2962127||||||
GR|42|06/4/2020|284|1.299545168876648|9|12.5|3.169014||||||
LI|42|06/4/2020|323|.9800054430961609|27|3.8461537|8.3591328||||||
LU|42|06/4/2020|888|2.332692384719849|61|10.909091|6.8693695||||||
MS|42|06/4/2020|698|3.676761150360107|62|5.0847459|8.8825216||||||
PI|42|06/4/2020|560|1.344779968261719|38|0|6.7857141||||||
PO|42|06/4/2020|342|1.335692286491394|20|5.2631578|5.8479533||||||
PT|42|06/4/2020|400|1.375425934791565|49|0|12.25||||||
SI|42|06/4/2020|350|1.328142166137695|13|8.333333|3.7142856||||||
Toscana|42|06/4/2020|6001|1.635892868041992|350|7.6923075||1395|.57678443|5301|350|52849|3.6133003
aslCENTRO|42|06/4/2020|2511|1.570112943649292|145|14.173228|||||||
aslNO|42|06/4/2020|2469|1.974961400032043|188|5.6179776|||||||
aslSE|42|06/4/2020|1021|1.246742725372314|32|6.6666665|||||||
AR|43|07/4/2020|396|1.175527691841125|12|20|3.030303||||||
FI|43|07/4/2020|1805|1.830626964569092|83|9.2105265|4.5983381||||||
GR|43|07/4/2020|290|1.327000379562378|10|11.111111|3.4482758||||||
LI|43|07/4/2020|336|1.019448399543762|27|0|8.0357141||||||
LU|43|07/4/2020|920|2.41675329208374|64|4.9180326|6.9565215||||||
MS|43|07/4/2020|734|3.866393566131592|64|3.2258065|8.719346||||||
PI|43|07/4/2020|584|1.402413368225098|38|0|6.5068493||||||
PO|43|07/4/2020|344|1.343503355979919|21|5|6.104651||||||
PT|43|07/4/2020|404|1.389180183410645|51|4.0816326|12.623762||||||
SI|43|07/4/2020|360|1.366089105606079|14|7.6923075|3.8888888||||||
Toscana|43|07/4/2020|6173|1.682780742645264|369|5.4285712||1350|-3.2258065|5427|377|56651|7.1940813
aslCENTRO|43|07/4/2020|2553|1.596375346183777|155|6.8965516|||||||
aslNO|43|07/4/2020|2574|2.058951377868652|193|2.6595745|||||||
aslSE|43|07/4/2020|1046|1.277270197868347|36|12.5|||||||
AR|44|08/4/2020|398|1.181464672088623|12|0|3.0150754||||||
FI|44|08/4/2020|1871|1.897564053535461|93|12.048193|4.9706039||||||
GR|44|08/4/2020|290|1.327000379562378|12|20|4.1379309||||||
LI|44|08/4/2020|349|1.058891296386719|27|0|7.7363896||||||
LU|44|08/4/2020|954|2.506068229675293|67|4.6875|7.0230608||||||
MS|44|08/4/2020|769|4.050758361816406|65|1.5625|8.4525356||||||
PI|44|08/4/2020|592|1.421624541282654|41|7.8947368|6.9256759||||||
PO|44|08/4/2020|345|1.347408890724182|23|9.5238094|6.6666665||||||
PT|44|08/4/2020|450|1.547354221343994|53|3.9215686|11.777778||||||
SI|44|08/4/2020|361|1.36988377571106|14|0|3.8781164||||||
Toscana|44|08/4/2020|6379|1.738937020301819|392|6.2330623||1326|-1.7777778|5557|430|60985|7.6503506
aslCENTRO|44|08/4/2020|2666|1.667033553123474|169|9.032258|||||||
aslNO|44|08/4/2020|2664|2.130942583084106|200|3.6269431|||||||
aslSE|44|08/4/2020|1049|1.280933499336243|38|5.5555553|||||||
AR|45|09/4/2020|399|1.184433221817017|13|8.333333|3.2581453||||||
FI|45|09/4/2020|1961|1.988841772079468|101|8.6021509|5.1504335||||||
GR|45|09/4/2020|292|1.336152076721191|12|0|4.1095891||||||
LI|45|09/4/2020|353|1.071027636528015|27|0|7.648725||||||
LU|45|09/4/2020|979|2.571740865707397|68|1.4925373|6.9458632||||||
MS|45|09/4/2020|790|4.161376953125|67|3.0769231|8.4810123||||||
PI|45|09/4/2020|606|1.455244064331055|43|4.8780489|7.0957098||||||
PO|45|09/4/2020|355|1.386464238166809|24|4.347826|6.7605634||||||
PT|45|09/4/2020|457|1.571424126625061|54|1.8867924|11.816193||||||
SI|45|09/4/2020|360|1.366089105606079|14|0|3.8888888||||||
Toscana|45|09/4/2020|6552|1.786097407341003|408|4.0816326||1294|-2.4132731|5703|441|65461|7.3395095
aslCENTRO|45|09/4/2020|2773|1.733940005302429|179|5.9171596|||||||
aslNO|45|09/4/2020|2728|2.182136297225952|205|2.5|||||||
aslSE|45|09/4/2020|1051|1.28337574005127|39|2.6315789|||||||
AR|46|10/4/2020|403|1.196307182312012|14|7.6923075|3.4739454||||||
FI|46|10/4/2020|2069|2.098375082015991|111|9.9009905|5.3649106||||||
GR|46|10/4/2020|310|1.418517589569092|12|0|3.8709676||||||
LI|46|10/4/2020|358|1.086197972297668|29|7.4074073|8.1005583||||||
LU|46|10/4/2020|988|2.595382928848267|72|5.8823528|7.2874494||||||
MS|46|10/4/2020|798|4.203517913818359|69|2.9850745|8.6466169||||||
PI|46|10/4/2020|613|1.47205376625061|44|2.3255813|7.177814||||||
PO|46|10/4/2020|357|1.394275307655334|27|12.5|7.563025||||||
PT|46|10/4/2020|468|1.609248399734497|58|7.4074073|12.393163||||||
SI|46|10/4/2020|363|1.37747323513031|14|0|3.8567493||||||
Toscana|46|10/4/2020|6727|1.833802938461304|454|11.274509||1267|-2.0865533|5822|451|72001|9.9906816
aslCENTRO|46|10/4/2020|2894|1.809600472450256|196|9.4972067|||||||
aslNO|46|10/4/2020|2757|2.205333709716797|214|4.390244|||||||
aslSE|46|10/4/2020|1076|1.313903212547302|40|2.5641026|||||||
AR|47|11/4/2020|417|1.237866282463074|14|0|3.3573141||||||
FI|47|11/4/2020|2154|2.184581995010376|115|3.6036036|5.3389044||||||
GR|47|11/4/2020|323|1.478003859519958|12|0|3.7151704||||||
LI|47|11/4/2020|379|1.149913549423218|29|0|7.6517148||||||
LU|47|11/4/2020|1006|2.642667293548584|72|0|7.1570578||||||
MS|47|11/4/2020|814|4.287798881530762|73|5.7971015|8.9680586||||||
PI|47|11/4/2020|636|1.527285814285278|45|2.2727273|7.0754719||||||
PO|47|11/4/2020|370|1.44504714012146|27|0|7.2972975||||||
PT|47|11/4/2020|490|1.68489682674408|61|5.1724138|12.448979||||||
SI|47|11/4/2020|369|1.400241374969482|15|7.1428571|4.0650406||||||
Toscana|47|11/4/2020|6958|1.896774411201477|467|2.8634362||1234|-2.6045778|5992|499|75756|5.2152052
aslCENTRO|47|11/4/2020|3014|1.884635806083679|203|3.5714285|||||||
aslNO|47|11/4/2020|2835|2.267725944519043|219|2.3364487|||||||
aslSE|47|11/4/2020|1109|1.354199528694153|41|2.5|||||||
AR|48|12/4/2020|429|1.273488283157349|14|0|3.2634032||||||
FI|48|12/4/2020|2259|2.291072845458984|124|7.826087|5.4891543||||||
GR|48|12/4/2020|327|1.496307253837585|13|8.333333|3.9755352||||||
LI|48|12/4/2020|398|1.207560896873474|31|6.8965516|7.7889447||||||
LU|48|12/4/2020|1020|2.679443836212158|75|4.1666665|7.352941||||||
MS|48|12/4/2020|855|4.503768920898438|76|4.1095891|8.8888893||||||
PI|48|12/4/2020|677|1.62574291229248|49|8.8888893|7.2378139||||||
PO|48|12/4/2020|393|1.534874439239502|29|7.4074073|7.3791347||||||
PT|48|12/4/2020|506|1.739913821220398|64|4.9180326|12.648221||||||
SI|48|12/4/2020|371|1.407830715179443|15|0|4.0431266||||||
Toscana|48|12/4/2020|7235|1.972285509109497|495|5.9957175||1221|-1.0534846|6162|578|78640|3.8069592
aslCENTRO|48|12/4/2020|3158|1.974678039550781|217|6.8965516|||||||
aslNO|48|12/4/2020|2950|2.359714984893799|231|5.4794521|||||||
aslSE|48|12/4/2020|1127|1.376179218292236|42|2.4390244|||||||
AR|49|13/4/2020|453|1.344732403755188|16|14.285714|3.5320089||||||
FI|49|13/4/2020|2269|2.301214694976807|129|4.032258|5.6853237||||||
GR|49|13/4/2020|368|1.683917641639709|13|0|3.5326087||||||
LI|49|13/4/2020|404|1.225765347480774|32|3.2258065|7.9207921||||||
LU|49|13/4/2020|1060|2.784520149230957|79|5.3333335|7.4528303||||||
MS|49|13/4/2020|867|4.566979885101318|82|7.8947368|9.457901||||||
PI|49|13/4/2020|694|1.666566610336304|52|6.1224489|7.4927955||||||
PO|49|13/4/2020|394|1.538779973983765|30|3.4482758|7.614213||||||
PT|49|13/4/2020|509|1.750229477882385|64|0|12.573674||||||
SI|49|13/4/2020|372|1.411625385284424|16|6.6666665|4.3010755||||||
Toscana|49|13/4/2020|7390|2.014539003372192|518|4.6464648||1217|-.32760033|6257|615|80889|2.8598678
aslCENTRO|49|13/4/2020|3172|1.983432173728943|223|2.764977|||||||
aslNO|49|13/4/2020|3025|2.419707775115967|245|6.060606|||||||
aslSE|49|13/4/2020|1193|1.456771850585938|45|7.1428571|||||||
AR|50|14/4/2020|487|1.445661544799805|16|0|3.2854209||||||
FI|50|14/4/2020|2311|2.34381103515625|142|10.077519|6.144526||||||
GR|50|14/4/2020|368|1.683917641639709|13|0|3.5326087||||||
LI|50|14/4/2020|410|1.243969798088074|32|0|7.8048782||||||
LU|50|14/4/2020|1061|2.787147045135498|82|3.7974684|7.7285581||||||
MS|50|14/4/2020|873|4.59858512878418|84|2.4390244|9.6219931||||||
PI|50|14/4/2020|727|1.74581253528595|52|0|7.1526823||||||
PO|50|14/4/2020|404|1.577835321426392|30|0|7.4257426||||||
PT|50|14/4/2020|513|1.763983726501465|66|3.125|12.865497||||||
SI|50|14/4/2020|373|1.415420055389404|16|0|4.2895441||||||
Toscana|50|14/4/2020|7527|2.051885604858398|538|3.8610039||1227|.82169271|6352|637|82269|1.7060416
aslCENTRO|50|14/4/2020|3228|2.0184485912323|238|6.7264576|||||||
aslNO|50|14/4/2020|3071|2.45650315284729|250|2.0408163|||||||
aslSE|50|14/4/2020|1228|1.499510288238525|45|0|||||||
AR|51|15/4/2020|522|1.549559235572815|19|18.75|3.6398468||||||
FI|51|15/4/2020|2372|2.405677080154419|147|3.5211267|6.1973019||||||
GR|51|15/4/2020|368|1.683917641639709|13|0|3.5326087||||||
LI|51|15/4/2020|415|1.259140133857727|34|6.25|8.192771||||||
LU|51|15/4/2020|1073|2.818670034408569|84|2.4390244|7.8285184||||||
MS|51|15/4/2020|881|4.640725612640381|85|1.1904762|9.6481276||||||
PI|51|15/4/2020|733|1.760220885276794|54|3.8461537|7.3669848||||||
PO|51|15/4/2020|411|1.60517406463623|30|0|7.2992702||||||
PT|51|15/4/2020|516|1.774299502372742|67|1.5151515|12.984496||||||
SI|51|15/4/2020|375|1.423009514808655|18|12.5|4.8000002||||||
Toscana|51|15/4/2020|7666|2.08977746963501|556|3.3457248||1193|-2.7709861|6417|693|86348|4.9581251
aslCENTRO|51|15/4/2020|3299|2.062844514846802|244|2.5210085|||||||
aslNO|51|15/4/2020|3102|2.481300354003906|257|2.8|||||||
aslSE|51|15/4/2020|1265|1.54469096660614|50|11.111111|||||||
AR|52|16/4/2020|530|1.573307156562805|20|5.2631578|3.7735848||||||
FI|52|16/4/2020|2443|2.477685213088989|154|4.7619047|6.3037248||||||
GR|52|16/4/2020|368|1.683917641639709|13|0|3.5326087||||||
LI|52|16/4/2020|465|1.410843729972839|36|5.8823528|7.7419353||||||
LU|52|16/4/2020|1134|2.978911161422729|88|4.7619047|7.7601409||||||
MS|52|16/4/2020|893|4.703936576843262|93|9.4117651|10.414333||||||
PI|52|16/4/2020|750|1.801044583320618|57|5.5555553|7.5999999||||||
PO|52|16/4/2020|440|1.718434453010559|32|6.6666665|7.2727275||||||
PT|52|16/4/2020|536|1.84307074546814|68|1.4925373|12.686567||||||
SI|52|16/4/2020|384|1.457161664962769|18|0|4.6875||||||
Toscana|52|16/4/2020|7943|2.165288686752319|585|5.2158275||1153|-3.3528919|6613|745|91651|6.1414275
aslCENTRO|52|16/4/2020|3419|2.137879848480225|254|4.0983605|||||||
aslNO|52|16/4/2020|3242|2.593286752700806|274|6.6147861|||||||
aslSE|52|16/4/2020|1282|1.565449714660645|51|2|||||||
AR|53|17/4/2020|541|1.605960726737976|23|15|4.2513862||||||
FI|53|17/4/2020|2494|2.529409170150757|157|1.9480519|6.2951083||||||
GR|53|17/4/2020|376|1.720524549484253|13|0|3.4574468||||||
LI|53|17/4/2020|475|1.441184520721436|36|0|7.5789475||||||
LU|53|17/4/2020|1158|3.041956901550293|89|1.1363636|7.6856651||||||
MS|53|17/4/2020|912|4.804020404815674|96|3.2258065|10.526316||||||
PI|53|17/4/2020|766|1.83946692943573|58|1.7543859|7.5718017||||||
PO|53|17/4/2020|449|1.753584265708923|32|0|7.1269488||||||
PT|53|17/4/2020|547|1.880895018577576|68|0|12.431444||||||
SI|53|17/4/2020|392|1.487519264221191|23|27.777779|5.8673468||||||
Toscana|53|17/4/2020|8110|2.210813522338867|602|2.905983||1105|-4.163053|6583|925|96231|4.9972177
aslCENTRO|53|17/4/2020|3490|2.182275772094727|257|1.1811024|||||||
aslNO|53|17/4/2020|3311|2.648480176925659|279|1.8248175|||||||
aslSE|53|17/4/2020|1309|1.598419427871704|59|15.686275|||||||
AR|54|18/4/2020|548|1.626740336418152|23|0|4.1970801||||||
FI|54|18/4/2020|2563|2.599388837814331|162|3.1847134|6.3207178||||||
GR|54|18/4/2020|379|1.734252214431763|14|7.6923075|3.6939313||||||
LI|54|18/4/2020|480|1.456354856491089|36|0|7.5||||||
LU|54|18/4/2020|1165|3.06034517288208|91|2.247191|7.8111587||||||
MS|54|18/4/2020|918|4.835625648498535|101|5.2083335|11.002178||||||
PI|54|18/4/2020|774|1.858677983283997|60|3.4482758|7.7519379||||||
PO|54|18/4/2020|457|1.784828543663025|33|3.125|7.2210064||||||
PT|54|18/4/2020|554|1.904964923858643|68|0|12.274368||||||
SI|54|18/4/2020|399|1.514082074165344|23|0|5.764411||||||
Toscana|54|18/4/2020|8237|2.245434045791626|618|2.6578074||1081|-2.1719458|6470|1149|99903|3.8158181
aslCENTRO|54|18/4/2020|3574|2.234800338745117|263|2.3346303|||||||
aslNO|54|18/4/2020|3337|2.669277667999268|288|3.2258065|||||||
aslSE|54|18/4/2020|1326|1.619178056716919|60|1.6949153|||||||
AR|55|19/4/2020|558|1.656425356864929|23|0|4.1218638||||||
FI|55|19/4/2020|2609|2.646041870117188|171|5.5555553|6.5542355||||||
GR|55|19/4/2020|380|1.738828063011169|14|0|3.6842105||||||
LI|55|19/4/2020|489|1.483661532402039|39|8.333333|7.9754601||||||
LU|55|19/4/2020|1197|3.144406318664551|94|3.2967033|7.8529658||||||
MS|55|19/4/2020|933|4.914638996124268|102|.99009901|10.932476||||||
PI|55|19/4/2020|778|1.868283629417419|61|1.6666666|7.8406172||||||
PO|55|19/4/2020|466|1.819978356361389|34|3.030303|7.2961373||||||
PT|55|19/4/2020|557|1.91528058052063|68|0|12.208259||||||
SI|55|19/4/2020|405|1.536850214004517|23|0|5.6790123||||||
Toscana|55|19/4/2020|8372|2.282235622406006|637|3.0744336||1044|-3.4227567|6496|1239|103975|4.0759535
aslCENTRO|55|19/4/2020|3632|2.271067380905151|273|3.8022814|||||||
aslNO|55|19/4/2020|3397|2.71727180480957|296|2.7777777|||||||
